gene_identifier_upper,canonical_transcript,main
URF2,ENST00000276893,False
MGC33463,ENST00000276893,False
ENST00000325222,ENST00000325222,True
ENSG00000055130,ENST00000325222,True
CUL1,ENST00000325222,True
ENST00000596046,ENST00000596046,True
ENSG00000083845,ENST00000596046,True
RPS5,ENST00000596046,True
S5,ENST00000596046,False
ENST00000446108,ENST00000446108,True
ENSG00000134453,ENST00000446108,True
RBM17,ENST00000446108,True
SPF45,ENST00000446108,False
MGC14439,ENST00000446108,False
ENST00000358901,ENST00000358901,True
ENSG00000165280,ENST00000358901,True
VCP,ENST00000358901,True
IBMPFD,ENST00000358901,False
P97,ENST00000358901,False
ENST00000393408,ENST00000393408,True
ENSG00000108468,ENST00000393408,True
CBX1,ENST00000393408,True
HP1HS-BETA,ENST00000393408,False
M31,ENST00000393408,False
MOD1,ENST00000393408,False
CBX,ENST00000393408,False
HP1-BETA,ENST00000393408,False
ENST00000371100,ENST00000371100,True
ENSG00000087460,ENST00000371100,True
GNAS,ENST00000371100,True
GNAS1,ENST00000371100,False
NESP55,ENST00000371100,False
NESP,ENST00000371100,False
GNASXL,ENST00000371100,False
GPSA,ENST00000371100,False
SCG6,ENST00000371100,False
ENST00000369093,ENST00000369093,True
ENSG00000151923,ENST00000369093,True
TIAL1,ENST00000369093,True
TIAR,ENST00000369093,False
ENST00000269349,ENST00000269349,True
ENSG00000141543,ENST00000269349,True
EIF4A3,ENST00000269349,True
DDX48,ENST00000269349,False
KIAA0111,ENST00000269349,False
EIF4AIII,ENST00000269349,False
ENST00000253039,ENST00000253039,True
ENSG00000130741,ENST00000253039,True
EIF2S3,ENST00000253039,True
EIF2G,ENST00000253039,False
EIF2GAMMA,ENST00000253039,False
EIF2,ENST00000253039,False
ENST00000367435,ENST00000367435,True
ENSG00000134371,ENST00000367435,True
CDC73,ENST00000367435,True
C1ORF28,ENST00000367435,False
HRPT2,ENST00000367435,False
PARAFIBROMIN,ENST00000367435,False
ENST00000420826,ENST00000420826,True
ENSG00000188612,ENST00000420826,True
SUMO2,ENST00000420826,True
SMT3H2,ENST00000420826,False
SMT3B,ENST00000420826,False
ENST00000392668,ENST00000392668,True
ENSG00000134954,ENST00000392668,True
ETS1,ENST00000392668,True
EWSR2,ENST00000392668,False
FLJ10768,ENST00000392668,False
ETS-1,ENST00000392668,False
ENST00000311550,ENST00000311550,True
ENSG00000166206,ENST00000311550,True
GABRB3,ENST00000311550,True
ENST00000373075,ENST00000373075,True
ENSG00000163875,ENST00000373075,True
MEAF6,ENST00000373075,True
C1ORF149,ENST00000373075,False
NY-SAR-91,ENST00000373075,False
FLJ11730,ENST00000373075,False
EAF6,ENST00000373075,False
CENP-28,ENST00000373075,False
ENST00000312655,ENST00000312655,True
ENSG00000175155,ENST00000312655,True
YPEL2,ENST00000312655,True
FKSG4,ENST00000312655,False
ENST00000252506,ENST00000252506,True
ENSG00000130222,ENST00000252506,True
GADD45G,ENST00000252506,True
DDIT2,ENST00000252506,False
GADD45GAMMA,ENST00000252506,False
GRP17,ENST00000252506,False
CR6,ENST00000252506,False
ENST00000395749,ENST00000395749,True
ENSG00000058404,ENST00000395749,True
CAMK2B,ENST00000395749,True
CAMKB,ENST00000395749,False
CAM2,ENST00000395749,False
CAMK2,ENST00000395749,False
ENST00000361360,ENST00000361360,True
ENSG00000198914,ENST00000361360,True
POU3F3,ENST00000361360,True
BRN1,ENST00000361360,False
OTF8,ENST00000361360,False
ENST00000291552,ENST00000291552,True
ENSG00000160201,ENST00000291552,True
U2AF1,ENST00000291552,True
U2AFBP,ENST00000291552,False
U2AF35,ENST00000291552,False
RNU2AF1,ENST00000291552,False
RN,ENST00000291552,False
ENST00000334049,ENST00000334049,True
ENSG00000141404,ENST00000334049,True
GNAL,ENST00000334049,True
ENST00000292211,ENST00000292211,True
ENSG00000160714,ENST00000292211,True
UBE2Q1,ENST00000292211,True
UBE2Q,ENST00000292211,False
PRO3094,ENST00000292211,False
NICE-5,ENST00000292211,False
ENST00000299259,ENST00000299259,True
ENSG00000166200,ENST00000299259,True
COPS2,ENST00000299259,True
TRIP15,ENST00000299259,False
ALIEN,ENST00000299259,False
CSN2,ENST00000299259,False
ENST00000217244,ENST00000217244,True
ENSG00000101266,ENST00000217244,True
CSNK2A1,ENST00000217244,True
ENST00000261167,ENST00000261167,True
ENSG00000084463,ENST00000261167,True
WBP11,ENST00000261167,True
NPWBP,ENST00000261167,False
SIPP1,ENST00000261167,False
ENST00000354300,ENST00000354300,True
ENSG00000196850,ENST00000354300,True
PPTC7,ENST00000354300,True
TA-PP2C,ENST00000354300,False
ENST00000419022,ENST00000419022,True
ENSG00000007372,ENST00000419022,True
PAX6,ENST00000419022,True
AN2,ENST00000419022,False
D11S812E,ENST00000419022,False
AN,ENST00000419022,False
WAGR,ENST00000419022,False
ENST00000264010,ENST00000264010,True
ENSG00000102974,ENST00000264010,True
CTCF,ENST00000264010,True
ENST00000313899,ENST00000313899,True
ENSG00000138668,ENST00000313899,True
HNRNPD,ENST00000313899,True
AUF1,ENST00000313899,False
HNRPD,ENST00000313899,False
ENST00000406403,ENST00000406403,True
ENSG00000088038,ENST00000406403,True
CNOT3,ENST00000406403,True
NOT3,ENST00000406403,False
NOT3H,ENST00000406403,False
KIAA0691,ENST00000406403,False
LENG2,ENST00000406403,False
ENST00000545399,ENST00000545399,True
ENSG00000105409,ENST00000545399,True
ATP1A3,ENST00000545399,True
DYT12,ENST00000545399,False
ENST00000340208,ENST00000340208,True
ENSG00000081189,ENST00000340208,True
MEF2C,ENST00000340208,True
ENST00000381227,ENST00000381227,True
ENSG00000047315,ENST00000381227,True
POLR2B,ENST00000381227,True
RPB2,ENST00000381227,False
ENST00000379565,ENST00000379565,True
ENSG00000177189,ENST00000379565,True
RPS6KA3,ENST00000379565,True
MRX19,ENST00000379565,False
CLS,ENST00000379565,False
RSK,ENST00000379565,False
RSK2,ENST00000379565,False
HU-3,ENST00000379565,False
ENST00000392524,ENST00000392524,True
ENSG00000170144,ENST00000392524,True
HNRNPA3,ENST00000392524,True
HNRPA3,ENST00000392524,False
ENST00000264018,ENST00000264018,True
ENSG00000110367,ENST00000264018,True
DDX6,ENST00000264018,True
HLR2,ENST00000264018,False
RCK,ENST00000264018,False
ENST00000261890,ENST00000261890,True
ENSG00000103769,ENST00000261890,True
RAB11A,ENST00000261890,True
YL8,ENST00000261890,False
ENST00000376263,ENST00000376263,True
ENSG00000165119,ENST00000376263,True
HNRNPK,ENST00000376263,True
HNRPK,ENST00000376263,False
CSBP,ENST00000376263,False
TUNP,ENST00000376263,False
ENST00000409682,ENST00000409682,True
ENSG00000115233,ENST00000409682,True
PSMD14,ENST00000409682,True
POH1,ENST00000409682,False
PAD1,ENST00000409682,False
RPN11,ENST00000409682,False
ENST00000229795,ENST00000229795,True
ENSG00000112062,ENST00000229795,True
MAPK14,ENST00000229795,True
CSPB1,ENST00000229795,False
CSBP1,ENST00000229795,False
CSBP2,ENST00000229795,False
PRKM14,ENST00000229795,False
P38,ENST00000229795,False
MXI2,ENST00000229795,False
PRKM15,ENST00000229795,False
ENST00000322357,ENST00000322357,True
ENSG00000178951,ENST00000322357,True
ZBTB7A,ENST00000322357,True
ZBTB7,ENST00000322357,False
FBI-1,ENST00000322357,False
LRF,ENST00000322357,False
DKFZP547O146,ENST00000322357,False
POKEMON,ENST00000322357,False
ZNF857A,ENST00000322357,False
ENST00000404857,ENST00000404857,True
ENSG00000156113,ENST00000404857,True
KCNMA1,ENST00000404857,True
SLO,ENST00000404857,False
KCA1.1,ENST00000404857,False
MSLO1,ENST00000404857,False
ENST00000394166,ENST00000394166,True
ENSG00000185551,ENST00000394166,True
NR2F2,ENST00000394166,True
ARP1,ENST00000394166,False
TFCOUP2,ENST00000394166,False
COUP-TFII,ENST00000394166,False
COUPTFB,ENST00000394166,False
SVP40,ENST00000394166,False
NF-E3,ENST00000394166,False
ENST00000274547,ENST00000274547,True
ENSG00000145864,ENST00000274547,True
GABRB2,ENST00000274547,True
ENST00000429416,ENST00000429416,True
ENSG00000127616,ENST00000429416,True
SMARCA4,ENST00000429416,True
SNF2L4,ENST00000429416,False
HSNF2B,ENST00000429416,False
BRG1,ENST00000429416,False
BAF190,ENST00000429416,False
SNF2,ENST00000429416,False
SWI2,ENST00000429416,False
SNF2-BETA,ENST00000429416,False
SNF2LB,ENST00000429416,False
FLJ39786,ENST00000429416,False
ENST00000336452,ENST00000336452,True
ENSG00000132507,ENST00000336452,True
EIF5A,ENST00000336452,True
EIF5A1,ENST00000336452,False
EIF-5A,ENST00000336452,False
MGC99547,ENST00000336452,False
MGC104255,ENST00000336452,False
ENST00000407627,ENST00000407627,True
ENSG00000066044,ENST00000407627,True
ELAVL1,ENST00000407627,True
HUR,ENST00000407627,False
HUR,ENST00000407627,False
HUA,ENST00000407627,False
MELG,ENST00000407627,False
ENST00000322989,ENST00000322989,True
ENSG00000134419,ENST00000322989,True
RPS15A,ENST00000322989,True
S15A,ENST00000322989,False
ENST00000254976,ENST00000254976,True
ENSG00000132639,ENST00000254976,True
SNAP25,ENST00000254976,True
SNAP,ENST00000254976,False
SNAP-25,ENST00000254976,False
RIC-4,ENST00000254976,False
RIC4,ENST00000254976,False
SEC9,ENST00000254976,False
BA416N4.2,ENST00000254976,False
DJ1068F16.2,ENST00000254976,False
ENST00000541604,ENST00000541604,True
ENSG00000101098,ENST00000541604,True
RIMS4,ENST00000541604,True
C20ORF190,ENST00000541604,False
DJ781B1.3,ENST00000541604,False
ENST00000298316,ENST00000298316,True
ENSG00000165527,ENST00000298316,True
ARF6,ENST00000298316,True
ENST00000283131,ENST00000283131,True
ENSG00000153147,ENST00000283131,True
SMARCA5,ENST00000283131,True
HSNF2H,ENST00000283131,False
HISWI,ENST00000283131,False
ISWI,ENST00000283131,False
ENST00000295417,ENST00000295417,True
ENSG00000163251,ENST00000295417,True
FZD5,ENST00000295417,True
C2ORF31,ENST00000295417,False
HFZ5,ENST00000295417,False
DKFZP434E2135,ENST00000295417,False
ENST00000263270,ENST00000263270,True
ENSG00000042753,ENST00000263270,True
AP2S1,ENST00000263270,True
CLAPS2,ENST00000263270,False
ENST00000296490,ENST00000296490,True
ENSG00000164091,ENST00000296490,True
WDR82,ENST00000296490,True
TMEM113,ENST00000296490,False
PRO2730,ENST00000296490,False
MST107,ENST00000296490,False
MSTP107,ENST00000296490,False
PRO34047,ENST00000296490,False
WDR82A,ENST00000296490,False
SWD2,ENST00000296490,False
ENST00000219169,ENST00000219169,True
ENSG00000102898,ENST00000219169,True
NUTF2,ENST00000219169,True
NTF2,ENST00000219169,False
PP15,ENST00000219169,False
ENST00000262525,ENST00000262525,True
ENSG00000102870,ENST00000262525,True
ZNF629,ENST00000262525,True
ZNF65,ENST00000262525,False
KIAA0326,ENST00000262525,False
ENST00000361671,ENST00000361671,True
ENSG00000135040,ENST00000361671,True
NAA35,ENST00000361671,True
MAK10,ENST00000361671,False
FLJ21613,ENST00000361671,False
FLJ22643,ENST00000361671,False
BA379P1.1,ENST00000361671,False
ENST00000377982,ENST00000377982,True
ENSG00000138071,ENST00000377982,True
ACTR2,ENST00000377982,True
ARP2,ENST00000377982,False
ENST00000379520,ENST00000379520,True
ENSG00000119801,ENST00000379520,True
YPEL5,ENST00000379520,True
CGI-127,ENST00000379520,False
ENST00000263121,ENST00000263121,True
ENSG00000099956,ENST00000263121,True
SMARCB1,ENST00000263121,True
SNF5L1,ENST00000263121,False
BAF47,ENST00000263121,False
INI1,ENST00000263121,False
SNR1,ENST00000263121,False
HSNFS,ENST00000263121,False
SFH1P,ENST00000263121,False
RDT,ENST00000263121,False
ENST00000369799,ENST00000369799,True
ENSG00000168710,ENST00000369799,True
AHCYL1,ENST00000369799,True
XPVKONA,ENST00000369799,False
IRBIT,ENST00000369799,False
ENST00000355619,ENST00000355619,True
ENSG00000005812,ENST00000355619,True
FBXL3,ENST00000355619,True
FBXL3A,ENST00000355619,False
FBL3,ENST00000355619,False
FBL3A,ENST00000355619,False
ENST00000396822,ENST00000396822,True
ENSG00000019549,ENST00000396822,True
SNAI2,ENST00000396822,True
SLUG,ENST00000396822,False
SLUGH1,ENST00000396822,False
SNAIL2,ENST00000396822,False
ENST00000264710,ENST00000264710,True
ENSG00000084733,ENST00000264710,True
RAB10,ENST00000264710,True
ENST00000293328,ENST00000293328,True
ENSG00000173757,ENST00000293328,True
STAT5B,ENST00000293328,True
ENST00000306434,ENST00000306434,True
ENSG00000168906,ENST00000306434,True
MAT2A,ENST00000306434,True
SAMS2,ENST00000306434,False
MATA2,ENST00000306434,False
MATII,ENST00000306434,False
ENST00000609713,ENST00000609713,True
ENSG00000157542,ENST00000609713,True
KCNJ6,ENST00000609713,True
KCNJ7,ENST00000609713,False
KIR3.2,ENST00000609713,False
GIRK2,ENST00000609713,False
KATP2,ENST00000609713,False
BIR1,ENST00000609713,False
HIGIRK2,ENST00000609713,False
ENST00000372692,ENST00000372692,True
ENSG00000119335,ENST00000372692,True
SET,ENST00000372692,True
PHAPII,ENST00000372692,False
2PP2A,ENST00000372692,False
IPP2A2,ENST00000372692,False
ENST00000217182,ENST00000217182,True
ENSG00000101210,ENST00000217182,True
EEF1A2,ENST00000217182,True
STNL,ENST00000217182,False
STN,ENST00000217182,False
EEF1AL,ENST00000217182,False
HS1,ENST00000217182,False
ENST00000537345,ENST00000537345,True
ENSG00000163399,ENST00000537345,True
ATP1A1,ENST00000537345,True
ENST00000445726,ENST00000445726,True
ENSG00000164970,ENST00000445726,True
FAM219A,ENST00000445726,True
C9ORF25,ENST00000445726,False
BA573M23.5,ENST00000445726,False
FLJ39031,ENST00000445726,False
ENST00000557016,ENST00000557016,True
ENSG00000100632,ENST00000557016,True
ERH,ENST00000557016,True
DROER,ENST00000557016,False
ENST00000358625,ENST00000358625,True
ENSG00000196363,ENST00000358625,True
WDR5,ENST00000358625,True
SWD3,ENST00000358625,False
ENST00000233557,ENST00000233557,True
ENSG00000115216,ENST00000233557,True
NRBP1,ENST00000233557,True
NRBP,ENST00000233557,False
BCON3,ENST00000233557,False
MUDPNP,ENST00000233557,False
MADM,ENST00000233557,False
ENST00000228865,ENST00000228865,True
ENSG00000111269,ENST00000228865,True
CREBL2,ENST00000228865,True
ENST00000264389,ENST00000264389,True
ENSG00000138663,ENST00000264389,True
COPS4,ENST00000264389,True
CSN4,ENST00000264389,False
ENST00000510861,ENST00000510861,True
ENSG00000151834,ENST00000510861,True
GABRA2,ENST00000510861,True
ENST00000339562,ENST00000339562,True
ENSG00000153234,ENST00000339562,True
NR4A2,ENST00000339562,True
NURR1,ENST00000339562,False
TINUR,ENST00000339562,False
NOT,ENST00000339562,False
RNR1,ENST00000339562,False
HZF-3,ENST00000339562,False
ENST00000323303,ENST00000323303,True
ENSG00000115540,ENST00000323303,True
MOB4,ENST00000323303,True
PREI3,ENST00000323303,False
MOBKL3,ENST00000323303,False
MOB3,ENST00000323303,False
DKFZP564M112,ENST00000323303,False
CGI-95,ENST00000323303,False
2C4D,ENST00000323303,False
PHOCN,ENST00000323303,False
ENST00000278882,ENST00000278882,True
ENSG00000149531,ENST00000278882,True
FRG1B,ENST00000278882,True
C20ORF80,ENST00000278882,False
BA348I14.2,ENST00000278882,False
ENST00000401558,ENST00000401558,True
ENSG00000082898,ENST00000401558,True
XPO1,ENST00000401558,True
CRM1,ENST00000401558,False
EMB,ENST00000401558,False
ENST00000262545,ENST00000262545,True
ENSG00000125851,ENST00000262545,True
PCSK2,ENST00000262545,True
NEC2,ENST00000262545,False
PC2,ENST00000262545,False
SPC2,ENST00000262545,False
ENST00000394607,ENST00000394607,True
ENSG00000170522,ENST00000394607,True
ELOVL6,ENST00000394607,True
FLJ23378,ENST00000394607,False
MGC5487,ENST00000394607,False
LCE,ENST00000394607,False
ENST00000415273,ENST00000415273,True
ENSG00000136485,ENST00000415273,True
DCAF7,ENST00000415273,True
WDR68,ENST00000415273,False
HAN11,ENST00000415273,False
SWAN-1,ENST00000415273,False
ENST00000298852,ENST00000298852,True
ENSG00000165916,ENST00000298852,True
PSMC3,ENST00000298852,True
TBP1,ENST00000298852,False
TBP-1,ENST00000298852,False
ENST00000354283,ENST00000354283,True
ENSG00000145833,ENST00000354283,True
DDX46,ENST00000354283,True
KIAA0801,ENST00000354283,False
FLJ25329,ENST00000354283,False
PRPF5,ENST00000354283,False
PRP5,ENST00000354283,False
ENST00000505658,ENST00000505658,True
ENSG00000108848,ENST00000505658,True
LUC7L3,ENST00000505658,True
LUC7A,ENST00000505658,False
CROP,ENST00000505658,False
OA48-18,ENST00000505658,False
CREAP-1,ENST00000505658,False
FLJ11063,ENST00000505658,False
CRA,ENST00000505658,False
HLUC7A,ENST00000505658,False
ENST00000306627,ENST00000306627,True
ENSG00000170142,ENST00000306627,True
UBE2E1,ENST00000306627,True
UBCH6,ENST00000306627,False
ENST00000354919,ENST00000354919,True
ENSG00000152455,ENST00000354919,True
SUV39H2,ENST00000354919,True
FLJ23414,ENST00000354919,False
KMT1B,ENST00000354919,False
ENST00000337537,ENST00000337537,True
ENSG00000154001,ENST00000337537,True
PPP2R5E,ENST00000337537,True
ENST00000378166,ENST00000378166,True
ENSG00000147044,ENST00000378166,True
CASK,ENST00000378166,True
TNRC8,ENST00000378166,False
LIN2,ENST00000378166,False
CAGH39,ENST00000378166,False
FGS4,ENST00000378166,False
ENST00000216727,ENST00000216727,True
ENSG00000100836,ENST00000216727,True
PABPN1,ENST00000216727,True
OPMD,ENST00000216727,False
PABP2,ENST00000216727,False
PAB2,ENST00000216727,False
ENST00000234310,ENST00000234310,True
ENSG00000221823,ENST00000234310,True
PPP3R1,ENST00000234310,True
CALNB1,ENST00000234310,False
CNB,ENST00000234310,False
CNB1,ENST00000234310,False
ENST00000309446,ENST00000309446,True
ENSG00000118263,ENST00000309446,True
KLF7,ENST00000309446,True
UKLF,ENST00000309446,False
ENST00000425354,ENST00000425354,True
ENSG00000172819,ENST00000425354,True
RARG,ENST00000425354,True
RARC,ENST00000425354,False
NR1B3,ENST00000425354,False
ENST00000156084,ENST00000156084,True
ENSG00000068308,ENST00000156084,True
OTUD5,ENST00000156084,True
DKFZP761A052,ENST00000156084,False
DUBA,ENST00000156084,False
ENST00000264657,ENST00000264657,True
ENSG00000168610,ENST00000264657,True
STAT3,ENST00000264657,True
APRF,ENST00000264657,False
ENST00000263377,ENST00000263377,True
ENSG00000141867,ENST00000263377,True
BRD4,ENST00000263377,True
HUNKI,ENST00000263377,False
MCAP,ENST00000263377,False
CAP,ENST00000263377,False
HUNK1,ENST00000263377,False
ENST00000265339,ENST00000265339,True
ENSG00000119048,ENST00000265339,True
UBE2B,ENST00000265339,True
UBC2,ENST00000265339,False
HHR6B,ENST00000265339,False
RAD6B,ENST00000265339,False
ENST00000428797,ENST00000428797,True
ENSG00000022355,ENST00000428797,True
